name;Platforms;URL;Categories
Mario Bros. (Arcade);"Arcade; Atari 2600; Atari 7800; Switch";https://www.speedrun.com/mario_bros_arcade;"Phase 10; Phase 15"
Mario Bros. (NES);"Nintendo Entertainment System; Wii Virtual Console; Nintendo 3DS Virtual Console; Famicom Disk System; Wii U Virtual Console; New Nintendo 3DS Virtual Console; NES Classic Mini";https://www.speedrun.com/mario_bros_nes;"18 Phases; 100K; 8 Phases; NTSC; PAL"
Mario Bros. Classic;"Game Boy Advance; Nintendo DS; Nintendo 3DS Virtual Console; Wii U Virtual Console; Game Boy Player; Game Boy Interface";https://www.speedrun.com/mario_bros_gba;9 Phases Multiplayer
Mario Kart Wii Category Extensions;"Wii U; Wii; Wii Mini";https://www.speedrun.com/mkwextracategories;"""2 Players,  2 Controllers; 2 Players,  1 Controller"""
Mario Party;Nintendo 64;https://www.speedrun.com/marioparty1;"Bobsled Run; Handcar Havoc; Slot Car Derby 1"
Mario Party 2;"Nintendo 64; Wii Virtual Console; Wii U Virtual Console";https://www.speedrun.com/marioparty2;"N64; VC; EMU"
Mario Party 6;"GameCube; Wii";https://www.speedrun.com/marioparty6;Mini-game ILs
Mario Party 7;"GameCube; Wii";https://www.speedrun.com/marioparty7;"Party Cruise (Co-Op 1-2 Player); Party Cruise (Co-Op 3-4 Player)"
Mario Party 8;"Wii U; Wii";https://www.speedrun.com/marioparty8;"100%; Moped Mayhem"
Mario Party Category Extensions;"Nintendo 64; GameCube; Wii Virtual Console; Wii U; Game Boy Advance; Nintendo DS; Nintendo 3DS; Wii; Wii U Virtual Console; New Nintendo 3DS; Game Boy Player; Switch; Wii Mini";https://www.speedrun.com/mariopartyce;"Mario Party 4; Mario Party 6 (Long Runs); Mario Party 8"
Mario Sports Mix;"Wii U; Wii";https://www.speedrun.com/msm;"Dodgeball All Cups; Volleyball All Cups; Mushroom Cup; Flower Cup; Star Cup; Sports Mix All Cups; Any%"
Mario Strikers Charged;"Wii U; Wii";https://www.speedrun.com/msc;Striker Cup
Mario Tennis 64;"Nintendo 64; Wii Virtual Console; Wii U Virtual Console; Switch Virtual Console";https://www.speedrun.com/mt64;All Cups with All Characters
Mario Wants His Lemonade;Super Nintendo;https://www.speedrun.com/mwhl;"9 Exit; All Dragon Coins"
Marisa and Alice's Trap Tower;PC;https://www.speedrun.com/marisa_and_alices_trap_tower;Co-op Any%
MarisaLand Legacy;PC;https://www.speedrun.com/marisaland_legacy;"any% co-op; Warpless co-op; 100% co-op"
Mars Matrix: Hyper Solid Shooting;"Dreamcast; Arcade; MiSTer";https://www.speedrun.com/mars_matrix_hyper_solid_shooting;Any% Co-Op 2 Players
Marvel Ultimate Alliance;"PlayStation 2; PlayStation 3; PlayStation Portable; Xbox 360; Xbox; PlayStation 4; Xbox One; PC; Wii";https://www.speedrun.com/mua;"Co-op; Co-op+"
Marvel Ultimate Alliance 3: The Black Order;Switch;https://www.speedrun.com/marvel_ultimate_alliance_3_the_black_order;"NG Coop; NG+ Coop"
Mass Effect 3;"Wii U; PlayStation 3; Xbox 360; Xbox One; PC; Xbox Series X";https://www.speedrun.com/me3;Co-op
Mass Effect: Andromeda;"PlayStation 4; Xbox One; PC";https://www.speedrun.com/mea;"Bronze (Multiplayer); Silver (Multiplayer); Gold (Multiplayer)"
Mayhem Brawler;"PlayStation 4; Xbox One; PC; Switch";https://www.speedrun.com/mayhem_brawler;"2P Arcade; 3P Arcade"
Maze Craze;"Atari 2600; Atari Flashback";https://www.speedrun.com/maze_craze;"2P 1 Maze; 2P 2 Mazes; 2P 3 Mazes; 2P 4 Mazes; 2P 5 Mazes"
MCBE - El Treago Dies in Africa;"PC; Android; iOS; Linux";https://www.speedrun.com/el_treago_dies_in_africa;Coop
Medal of Honor: Rising Sun;"GameCube; PlayStation 2; Xbox 360; Xbox";https://www.speedrun.com/mohrs;Any% Co-op
Mega Man 2: The Power Fighters;"GameCube; Arcade; PlayStation 2; Xbox";https://www.speedrun.com/mega_man_2_the_power_fighters;Co-Op
Mega Man Arena;PC;https://www.speedrun.com/mega_man_arena;"All Bosses - 2 Player; All Bosses - 3 Player; All Bosses - 4 Player; Marathon - 2 Player; Marathon - 3 Player; Marathon - 4 Player; 2 Player IL; 3 Player IL; 4 Player IL"
Mega Man: The Power Battle;"GameCube; Arcade; PlayStation 2; Xbox";https://www.speedrun.com/mega_man_the_power_battle;Co-Op
Megabyte Punch;PC;https://www.speedrun.com/mbp;"Co-Op Any%; Any% Co-Op"
Megamind: Mega Team Unite;"Wii; WiiU Backwards Compatibility";https://www.speedrun.com/mm_mtu;"Any%; Any%; 100%"
Melfand Stories;Super Nintendo;https://www.speedrun.com/melfand_stories;Co-op
Mendel Palace;Nintendo Entertainment System;https://www.speedrun.com/mendel_palace;"Any% Co-Op; Extra Mode Co-Op"
Mental Omega;PC;https://www.speedrun.com/mo;Mission
Mercs;Arcade;https://www.speedrun.com/mercs;"Any% Co-op (2 players); Any% Co-op (3 players)"
Metal Gear Solid 2: Substance Category Extensions;"PlayStation 2; Xbox; PC; backwards-compatible PlayStation 3";https://www.speedrun.com/mgs2subce;2 Players 1 Controller
Metal Gear Solid: Peace Walker;"PlayStation 3; PlayStation Portable; Xbox 360; PlayStation Vita; Xbox One; Playstation TV; PSN Download; Xbox One X; Xbox One S; Xbox Series X; Xbox Series S";https://www.speedrun.com/mgspw;"""First Ending (NG,  Any%); First Ending (NG,  S-Rank); True Ending (NG,  Any%); True Ending (NG+,  Any%); True Ending (NG+,  S-Rank); Co-Op (S-Rank); Co-Op (Any%)"""
Metal Gear Solid: Peace Walker Category Extensions;"PlayStation 3; PlayStation Portable; Xbox 360; PlayStation Vita; Xbox One; Playstation TV; Xbox Series X; Xbox Series S";https://www.speedrun.com/mgspwce;"""First Ending (NG+,  Any%); All Ops (NG+,  Any%)"""
Metal Gear Solid: The Twin Snakes Category Extensions;"GameCube; Wii";https://www.speedrun.com/mgsttsce;2 Players 1 Controller
Metal Slug;"Wii Virtual Console; Sega Saturn; Nintendo DS; Arcade; PlayStation 2; PlayStation; PlayStation 3; PlayStation Portable; PlayStation 4; PC; Wii";https://www.speedrun.com/mslug;"Co-op Easy; Co-op Medium; Co-op Hard; Co-op V. Hard"
Metal Slug 2;"Wii Virtual Console; Arcade; PlayStation 2; PlayStation; PlayStation 3; PlayStation Portable; PC; Wii; Android; iOS; Neo Geo AES; PSN Download";https://www.speedrun.com/mslug2;"Co-op Easy; Co-op Medium; Co-op Hard; Co-op Very Hard"
Metal Slug 3;"Wii Virtual Console; Arcade; PlayStation 2; PlayStation 3; PlayStation Portable; Xbox 360; Xbox; PlayStation Vita; PlayStation 4; Xbox One; PC; Wii; Android; iOS; Neo Geo AES; Switch";https://www.speedrun.com/mslug3;"Co-op Easy; Co-op Medium; Co-op Hard; Co-op Very Hard"
Metal Slug 4;"Wii Virtual Console; Arcade; PlayStation 2; PlayStation 3; PlayStation Portable; Xbox; PlayStation 4; Xbox One; PC; Wii; Neo Geo AES; Switch";https://www.speedrun.com/mslug4;"Co-op Easy; Co-op Medium; Co-op Hard; Co-op Very Hard"
Metal slug 5;"Wii Virtual Console; Arcade; PlayStation 2; PC; Android; Switch";https://www.speedrun.com/ms5;"Co-op Easy; Co-op Medium; Co-op Hard; Co-op Very hard"
Metal Slug 6;"Wii Virtual Console; Arcade; PlayStation 2; PlayStation 3; PlayStation Portable; PC; Wii";https://www.speedrun.com/metal_slug_6;"Co-op; Co-op 1cc Any%"
Metal Slug X;"Wii Virtual Console; Arcade; PlayStation 2; PlayStation; PlayStation Portable; Xbox; PC; Wii; Android; iOS; Neo Geo AES; Switch";https://www.speedrun.com/mslugx;"Co-op Easy; Co-op Medium; Co-op Hard; Co-op Very Hard"
Metal Slug XX;"PlayStation Portable; Xbox 360; PlayStation 4; Xbox One; PC";https://www.speedrun.com/mslugxx;"Beginner Co-op; Medium Co-op; Hard Co-op"
Metamoqester;Arcade;https://www.speedrun.com/metamoqester;Co-op
Metamorphic Force;Arcade;https://www.speedrun.com/metamorphic_force;Any% Co-op
Metro 2033 Redux;"PlayStation 4; Xbox One; PC; Google Stadia";https://www.speedrun.com/metro2033redux;"""Any%,  Segmented"""
Metroid Elements;PC;https://www.speedrun.com/metroid_elements;2 Player
Metroid Prime: Federation Force;"Nintendo 3DS; New Nintendo 3DS";https://www.speedrun.com/mpff;"2P; 3P; 4P; Any%; All Missions; 100%"
Michael Jackson's Moonwalker;"Sega Genesis; Arcade; Sega Master System; MS-DOS";https://www.speedrun.com/moonwalker;Arcade
Micro Mages;"Nintendo Entertainment System; PC";https://www.speedrun.com/micro_mages;Beat The Game
Mighty Morphin Power Rangers: Mega Battle;"PlayStation 4; Xbox One";https://www.speedrun.com/mighty_morphin_power_rangers_mega_battle;"New Game+ Any% Co-op; Any% Co-Op"
Mighty Morphin Power Rangers: The Movie (Genesis);Sega Genesis;https://www.speedrun.com/mmprtm_genesis;"Normal Co-Op; Hard Co-Op"
Mighty Morphin' Power Rangers: The Movie (SNES);Super Nintendo;https://www.speedrun.com/mmprtm;Co-Op Morphless
Mighty Morphing Power Rangers: Beats Of Power;PC;https://www.speedrun.com/mighty_morphing_power_rangers_beats_of_power;2P Easy Mode Any%
Mighty Switch Force! Academy;"PlayStation 4; Xbox One; PC; Switch";https://www.speedrun.com/msfa;"Any% NG+; Any% NG; Any% - Glitchless (NG+); 100% NG+; NG; NG+; 100% NG; 100% - Glitchless (NG+); NG+ (Glitchless)"
Mindustry;"PC; Android; iOS; Macintosh; Linux";https://www.speedrun.com/mindustry;"Beat All Maps; First Launch All Maps; 100%; All SS map; 1 Surge; First launch; 5th launch; 10th launch; First Boss; Speed Waves; SS"
Minecraft Dungeons;"PlayStation 4; Xbox One; PC; Android; Switch; Xbox One X; Xbox One S; PlayStation 5; Xbox Series X; Xbox Series S";https://www.speedrun.com/mcd;"Any%; AMNG; Co-Op; AMNG+"
Minecraft Dungeons Category Extensions;"PlayStation 4; Xbox One; PC; Android; Switch; Xbox One X; Xbox One S; PlayStation 5; Xbox Series X; Xbox Series S";https://www.speedrun.com/mcdce;"Any% NG+; Apocalypse; Hot Swap; Bee%; Hardcore; ADAM; Gearless; Game Over; Event Runs"
Minecraft- Ocarina of Craft;PC;https://www.speedrun.com/mcm_ocarina_of_craft;"Any% (2p); Glitchless (2p)"
Minecraft: Bedrock Edition;"PlayStation 4; Xbox One; PC; Android; iOS; Windows Phone; Macintosh; Linux; Oculus VR; Switch; Xbox One X; PlayStation 4 Pro; Xbox One S; PlayStation 5; Xbox Series X; Xbox Series S; Amazon Fire TV";https://www.speedrun.com/mcbe;"Cooperative Any% Glitchless; Cooperative Any%; 100%; Set Seed Coop; Random Seed Coop; Cooperative Kill Bosses Glitched; Cooperative Kill Bosses Glitchless"
Minecraft: Bedrock Edition Category Extensions;"PlayStation 4; Xbox One; PC; Android; iOS; Windows Phone; Linux; Oculus VR; Switch; Xbox One X; PlayStation 4 Pro; Xbox One S; PlayStation 5; Xbox Series X; Xbox Series S; Amazon Fire TV";https://www.speedrun.com/mcbece;"Set Seed Coop; Random Seed Coop; 1.16 Beta Coop; SSP Coop; Any% Peaceful (Item Creation)"
Minecraft: Bedrock Edition Unofficial Category Extensions;"PlayStation 4; Xbox One; PC; Android; iOS; Windows Phone; Linux; Oculus VR; Switch; Xbox One X; PlayStation 4 Pro; Xbox One S; PlayStation 5; Xbox Series X; Xbox Series S; Amazon Fire TV";https://www.speedrun.com/mcbeuce;"Obtain Item (No Structures); Finish Raid; Perfect RNG; Set Seed Coop; Random Seed Coop; Start in Nether; All Effects; Any% Icarus Coop; Any% Icarus + Perfect RNG Coop; Height Limit Coop"
Minecraft: Datapack & Modded CE;PC;https://www.speedrun.com/mc_dmce;"Icarus Any% Glitchless Co-op; HHH Any% Random Seed Glitchless Co-op; Infinipearl Any% Random Seed Glitchless Co-op"
Minecraft: Java Edition;PC;https://www.speedrun.com/mc;"Any% Random Seed Glitchless Co-op; All Advancements Co-op"
Minecraft: Java Edition (Historical Versions);"PC; Macintosh; Linux";https://www.speedrun.com/mchv;All Achievements Co-op (Beta)
Minecraft: Java Edition Category Extensions;PC;https://www.speedrun.com/mcce;"Filtered Seed Glitchless; Mine a Chunk"
Minecraft: Legacy Console Edition;"Wii U; PlayStation 3; Xbox 360; PlayStation Vita; PlayStation 4; Xbox One; Switch; PlayStation 5; Xbox Series X";https://www.speedrun.com/mce;"Set Seed Any%; Set Seed Any% Glitchless; Random Seed Any%; Random Seed Any% Glitchless; Any% Tutorial World; Kill Bosses; Achievements; Kill Wither (Horse Tutorial)"
Minecraft: Legacy Console Edition Category Extensions;"Wii U; PlayStation 3; Xbox 360; PlayStation Vita; PlayStation 4; Xbox One; Switch; PlayStation 5; Xbox Series X";https://www.speedrun.com/mcece;"Aquatic Tutorial; Elytra Tutorial; Bountiful Tutorial; Horse Tutorial; Potions Tutorial; Adventure Tutorial; All Discs; All Effects; Any% Icarus; Minigame Lobby; Any% Imported Tutorial Worlds"
Minecraft: Terra Swoop Force;"PlayStation 4; Xbox One; PC; Android; iOS";https://www.speedrun.com/minecraft_terra_swoop_force;2-man 100%
Minecraft: The Mountain (MCBE);"PlayStation 4; Xbox One; PC; Android; iOS; PlayStation 5; Xbox Series X";https://www.speedrun.com/minecraft_the_mountain_mcbe;"Cooperative Any%; Cooperative 100%; Cooperative All Major Qusts; Co-op Glitchless; Co-op Glitched"
Mineplex;"PlayStation 4; Xbox One; PC; Android; iOS; Java Phone; Macintosh; Linux; Switch; Xbox One X; Xbox One S";https://www.speedrun.com/mineplex;"Skywars; Cake Wars; Survival Games; Micro Battle; Christmas Chaos 2021; Turf Wars"
Mineplex Category Extensions;"PlayStation 4; Xbox One; PC; Android; iOS; Java Phone; Macintosh; Linux; Switch; Xbox One X; Xbox One S";https://www.speedrun.com/mineplex_ce;"Skywars; Cake Wars; Micro Battles; Christmas Chaos 2020"
Miner Ultra Adventures;PC;https://www.speedrun.com/miner_ultra_adventures;Double Miner
MineZ;"PC; Macintosh; Linux";https://www.speedrun.com/minez;"Any%; Speedless; Any% - Min. Players; Speedless - Min. Players; Spawn - Axis Mundi; Spawn - All Elites"
Miniature Golf;"PlayStation 2; PlayStation Portable; Atari 2600; Xbox";https://www.speedrun.com/miniature_golf;2 Player
Minion Masters;"Xbox One; PC; Macintosh; Linux";https://www.speedrun.com/minion_masters;"Finish Battle; Finish Battle (2v2)"
Minions Adventure Obby: Despicable Forces Category Extensions;"Xbox One; PC; Macintosh";https://www.speedrun.com/despicableforces_ce;Co-Op
Mirror's Edge;"PlayStation 3; Xbox 360; Xbox One; PC; Xbox Series X; Xbox Series S";https://www.speedrun.com/me;TAS
Mirror's Edge Category Extensions;"PlayStation 3; Xbox 360; PlayStation 4; Xbox One; PC";https://www.speedrun.com/mememe;"Any% Segmented; 2P 1KB+M; 2P 1C"
Mobile Suit Gundam: Extreme VS Full Boost;PlayStation 3;https://www.speedrun.com/msbevfb;"Arcade; Boss Rush Mode; Warship Mode"
Monaco: What's Yours Is Mine;"Xbox 360; PC; Macintosh; Linux; Switch";https://www.speedrun.com/monaco;"Locksmith's Story; Pickpocket's Story; Fin; Classic Any%; Classic 100%; Enhanced Any%; Enhanced 100%; All Stories"
Money Movers 1;"Android; iOS; Web";https://www.speedrun.com/money_movers_1;Web
Money Movers 2;"Android; iOS; Web";https://www.speedrun.com/money_movers_2;Web
Money Movers 3;"Android; iOS; Web";https://www.speedrun.com/money_movers_3;Web
Monster 4x4: World Circuit;"Wii U; Xbox 360; Xbox; Wii";https://www.speedrun.com/m4x4wc;"All Party Games; All Tracks (Team Relay)"
Monster High 13 wishes;"Wii U; Nintendo DS; Nintendo 3DS; Wii";https://www.speedrun.com/monster_high_13_wishes;Any%
Monster Hunter 3 Ultimate;"Wii U; Nintendo 3DS; New Nintendo 3DS";https://www.speedrun.com/mh3u;"2-Players; 3-Players; 4-Players"
Monster Hunter 4;"Nintendo 3DS; New Nintendo 3DS";https://www.speedrun.com/mh4;"2 Player; 3 Player; 4 Player"
Monster Hunter 4 Ultimate;"Nintendo 3DS; New Nintendo 3DS";https://www.speedrun.com/mh4u;"2 Player; 3 Player; 4 Player; Guild Any%"
Monster Hunter Freedom;PlayStation Portable;https://www.speedrun.com/mhf;"2 Player; 3 Player; 4 Player"
Monster Hunter Freedom 2;PlayStation Portable;https://www.speedrun.com/mhf2;"2 Player; 3 Player; 4 Player"
Monster Hunter Freedom Unite;"PlayStation Portable; PlayStation Vita; iOS";https://www.speedrun.com/mhfu;"2 Player; 3 Player; 4 Player"
Monster Hunter Generations;"Nintendo 3DS; New Nintendo 3DS";https://www.speedrun.com/mhx;"2 Players; 3 Players; 4 Players; Guild Any%"
Monster Hunter Generations Ultimate;Switch;https://www.speedrun.com/mhgenu;"Guild Any%; Demo: Great Maccao Hunt; Demo: Barioth Hunt; Demo: Slay Valstrax; 2 Player; 3 Player; 4 Player"
Monster Hunter Portable 3rd;"PlayStation 3; PlayStation Portable; PlayStation Vita";https://www.speedrun.com/mhp3;"2 Player; 3 Player; 4 Player"
Monster Hunter Rise;"PC; Switch";https://www.speedrun.com/mhr;"2 Player; 3 Player; 4 Player; Hub"
Monster Hunter Tri;"Wii U; Wii";https://www.speedrun.com/mh3;"2 Player; 3 Player; 4 Player"
Monster Hunter World: Iceborne (Console);"PlayStation 4; Xbox One; Xbox One X; PlayStation 4 Pro; Xbox One S; PlayStation 5; Xbox Series X";https://www.speedrun.com/mhwib;"""Land of Convergence; Colossal Task; History Books; Paean of Guidance; Beta - Great Devourer,  Great Jagras; Beta - The Big-horned Banbaro; Beta - The Wild Tigrex; Beta - All Monsters; 2 Player; 3 Player; 4 Player"""
Monster Hunter World: Iceborne (PC);PC;https://www.speedrun.com/mhwibpc;"Land of Convergence; Colossal Task; History Books; Paean of Guidance; 2 Player; 3 Player; 4 Player"
Monster Hunter XX;"Nintendo 3DS; New Nintendo 3DS; Switch";https://www.speedrun.com/mhxx;"2 Player; 3 Player; 4 Player; Guild Any%"
Monster Hunter: World (Console);"PlayStation 4; Xbox One; Xbox One X; PlayStation 4 Pro; PlayStation 5; Xbox Series X";https://www.speedrun.com/mhw;"""Land of Convergence; Colossal Task; History Books; Beta - Great Devourer,  Great Jagras; 2 Player; Beta - Wildspire Rampage; 3 Player; 4 Player; Beta - The Ancient Forest Menace; Beta - The Insatiable Nergigante; Beta - All Monsters"""
Monster Hunter: World (PC);PC;https://www.speedrun.com/mhwpc;"Land of Convergence; Colossal Task; 2 Player; 3 Player; 4 Player; History Books"
Monster in My Pocket;Nintendo Entertainment System;https://www.speedrun.com/monster_in_my_pocket;"Any% (2 players); Stage 1; Stage 2; Stage 3; Stage 4; Stage 5; Stage 6; Warlock in TV"
Monster Maulers;Arcade;https://www.speedrun.com/monster_maulers;"""Coop,  Any Character"""
"""Monsters";" Inc. Scream Arena""";GameCube;https://www.speedrun.com/monsters_inc._scream_arena, Co-Op Any%
Moonbase Alpha;PC;https://www.speedrun.com/moonbase_alpha;"1-2p Map; 3-4p Map; 5-6p Map"
Mörköpeli;PC;https://www.speedrun.com/morkopeli;Multiplayer
Morkredd;"Xbox One; PC; Xbox Series X; Xbox Series S";https://www.speedrun.com/morkredd;Two Player - 100%
Mortal Kombat (2011);"PlayStation 3; Xbox 360; PlayStation Vita; Xbox One; PC";https://www.speedrun.com/mk9;Team Ladder
Mortal Kombat Shaolin Monks;"PlayStation 2; PlayStation 3; Xbox";https://www.speedrun.com/mksm;"All Medallions (Coop); Any% (Coop); Survival Mode (Coop); Demo (Coop); Smoke% (Coop)"
Mother Russia Bleeds;"PlayStation 4; Xbox One; PC; Switch";https://www.speedrun.com/mother_russia_bleeds;"Easy - Coop; Medium - Coop; Hard - Coop"
MOTHERGUNSHIP;"PlayStation 4; Xbox One; PC";https://www.speedrun.com/mothergunship;"Co-Op Any %; Co-Op Any % No Death"
Motocross Mania (PS1);"PlayStation 2; PlayStation; PlayStation 3";https://www.speedrun.com/motocross_mania_ps1;Freestyle - 2P
Mottomo Abunai Deka;Nintendo Entertainment System;https://www.speedrun.com/mottomo_abunai_deka;Any% (2 Player)
Moving Out;"PlayStation 4; Xbox One; PC; Switch";https://www.speedrun.com/moving_out;"Any%; 100%; VHS Superstore; The Arcade; 2 Player; 3 Player; 4 Player; You Don't Got Mail!"
Ms. Pac-Man (SNES/Genesis);"Super Nintendo; Sega Genesis";https://www.speedrun.com/mspm;"Arcade Mode; Strange Mode; Big Mode; Mini Mode"
Muck;"PC; Macintosh; Linux";https://www.speedrun.com/muck;"Full Game; Legendary Chest; Adamantite; Big Chunk; Gronk; Structureless; Chief"
MudRunner;"PlayStation 4; Xbox One; PC; Switch";https://www.speedrun.com/mudrunner;multiplayer
Multiple LEGO Games;;https://www.speedrun.com/mlg;"Grunt%; OG 1.0 Engine; 1.0 Engine; 2.0 Engine; 3.0 Engine; All TT LEGO Games Any% (Pre-TSS); LEGO Star Wars; LEGO Harry Potter; LEGO Indiana Jones; LEGO Batman; LEGO Movie Videogames; LEGO Middle-Earth"
Multiple LOTR Runs;"GameCube; PlayStation 2; PlayStation 3; Xbox 360; Xbox; PlayStation 4; Xbox One; PC";https://www.speedrun.com/mlotrr;EA Games
Multiple Mario & Sonic Games;"Wii U; Nintendo DS; Nintendo 3DS; Wii; Wii U Virtual Console; New Nintendo 3DS";https://www.speedrun.com/mmasg;All Events All Games
Multiple Mario Games;;https://www.speedrun.com/multimario;"3D Mario 1862 Relay; 3D Mario 540 Relay"
Multiple Pikmin Games;;https://www.speedrun.com/multipikmin;Pikmin Trilogy Any%
Multiple Pokémon Games;"Wii Virtual Console; Wii U; Game Boy Color; Game Boy Advance; Nintendo DS; Nintendo 3DS; Wii; Wii U Virtual Console; Game Boy Player; Super Game Boy 2; Switch";https://www.speedrun.com/multiple_pokemon_games;Catch 'em all
Multiple Ratchet & Clank Games;"PlayStation 2; PlayStation 3; PlayStation Portable; PlayStation Vita; PlayStation 4; backwards-compatible PlayStation 3";https://www.speedrun.com/racmulti;Co-Op Duology
Multiple Red Ball Games;Web;https://www.speedrun.com/mrbg;"Full Series Any% Relay; Extended Series Any% Relay"
Multiple Wii Series Games;"Wii U; Wii";https://www.speedrun.com/multiplewiigames;"Wii Series Marathon (Team Relay); Wii Party Series"
Muppet RaceMania;"PlayStation 2; PlayStation; PlayStation 3";https://www.speedrun.com/mrm;Tournaments
Muppets Party Cruise;"GameCube; PlayStation 2; PlayStation 3; Wii";https://www.speedrun.com/muppets_party_cruise;"All Decks; 100%; All Decks (New Game)"
Mushihimesama;"Arcade; PlayStation 2; Xbox 360; PC; Switch";https://www.speedrun.com/mushihimesama;All Stages
Mushihimesama Futari;"Arcade; Xbox 360";https://www.speedrun.com/mf;All Stages
Mutation Nation;"Arcade; PlayStation 4; Xbox One; Switch";https://www.speedrun.com/mutation_nation;Coop
My Friend Pedro;"PlayStation 4; Xbox One; PC; Switch";https://www.speedrun.com/myfriendpedro;Multiplayer Any%
Mystic Heroes;"GameCube; PlayStation 2";https://www.speedrun.com/mysticheroes;All Runes
Mystic Warriors: Wrath of the Ninjas;Arcade;https://www.speedrun.com/mystic_warriors_wrath_of_the_ninjas;"2Player CO-OP; 3Players CO-OP; 4Players CO-OP"
Myth II: Soulblighter;"PC; Macintosh; Linux";https://www.speedrun.com/myth2;"Legendary; Heroic; Normal; Legendary; Heroic; Normal; Simple; Timid; Simple; Timid"
Myth II: Soulblighter (Mods);"PC; Macintosh; Linux";https://www.speedrun.com/myth_ii_soulblighter_mods;"Legendary; Heroic; Normal; Simple; Timid; Legendary; Heroic; Normal; Simple; Timid"
Myth III: The Wolf Age;"PC; Macintosh";https://www.speedrun.com/myth3;"Legendary; Heroic; Legendary; Heroic; Normal; Simple; Timid; Normal; Simple; Timid"
Myth: The Fallen Lords;"PC; Macintosh";https://www.speedrun.com/mythtfl;Legendary
N++;"PlayStation 4; Xbox One; PC; Switch";https://www.speedrun.com/nplusplus;"Co-op N++; Co-op Legacy; Co-op Intro"
N.O.V.A 3;"Xbox; Android; iOS";https://www.speedrun.com/nova_3;Any%
Namco Museum (PS2/GCN/XBOX);"GameCube; PlayStation 2; PlayStation 3; Xbox 360; Xbox; Wii";https://www.speedrun.com/nmgen6;Dig Dug Arrangement
Nanatsu no Hikan: Senritsu no Bishou;Dreamcast;https://www.speedrun.com/nanatsu_no_hikan_senritsu_no_bishou;Coop - Any%
NARC;Nintendo Entertainment System;https://www.speedrun.com/narc;Any% (2 Player)
Narcissus;"PC; iOS; Web; Macintosh";https://www.speedrun.com/narcissus;Any% co-op
Naruto to Boruto: Shinobi Striker;"PlayStation 4; Xbox One; PC";https://www.speedrun.com/shinobi_striker;Co-Op
Naruto: Uzumaki Chronicles 2;"PlayStation 2; backwards-compatible PlayStation 3";https://www.speedrun.com/naruto_uc2;"Any%; Any% NG+; 100%; Kakashi Saga; Low%"
Nature Cat: Racing Rapids;"Android; iOS; Web";https://www.speedrun.com/nature_cat_racing_rapids;"Any% 2 Player; 100% 2 Player"
Nazi Zombies: Station;PC;https://www.speedrun.com/nz_station;"any% Commands; any% No Commands"
NBA Jam;"Super Nintendo; Sega Genesis";https://www.speedrun.com/nba_jam;"Co-op Single Game Victory; Co-op 100pts"
NBA Jam Tournament Edition;"Super Nintendo; Sega Genesis; Sega Saturn; Arcade; PlayStation; Sega Game Gear; Sega 32X; Game Boy; Atari Jaguar";https://www.speedrun.com/nba_jam_t_e;Single Game Victory (co-op)
NCAA Football 06;"PlayStation 2; PlayStation 3; Xbox 360; Xbox";https://www.speedrun.com/ncaa_football_06;Exhibition Co-op
NCAA Football 07;"PlayStation 2; PlayStation 3; PlayStation Portable; Xbox 360; Xbox";https://www.speedrun.com/ncaa_football_07;Exhibition Co-op
NCAA Football 09 All-Play;"Wii U; Wii";https://www.speedrun.com/ncaa_football_09_all-play;Exhibition Co-op
NCAA Football 2005;"GameCube; PlayStation 2; PlayStation 3; Xbox; Wii";https://www.speedrun.com/ncaa_football_2005;Exhibition Co-op
Necropolis;"PlayStation 4; Xbox One; PC; Macintosh";https://www.speedrun.com/necropolis;"NG Duo; NG Trio; NG Full Squad"
Need for Speed: Nitro;Wii;https://www.speedrun.com/nfsnitro;Career Any% Co-Op
Nekketsu Kakuto Densetsu;"Nintendo Entertainment System; Switch";https://www.speedrun.com/nekketsu_kakuto_densetsu;Any% Co-Op
Nekketsu Oyako;"Sega Saturn; PlayStation";https://www.speedrun.com/nekketsu_oyako;2Player Co-Op (Normal)
Nemo;"Arcade; MiSTer";https://www.speedrun.com/nemo_arcade;"Any% Co-Op 2 Players; 1 CC Co-Op 2 Players"
Neo Bomberman;Arcade;https://www.speedrun.com/neo_bomberman;Co-op
Nerf N-Strike Elite;"Wii; Wii U Virtual Console";https://www.speedrun.com/nnse;"Any%; 100%"
NERTS! Online;PC;https://www.speedrun.com/nerts_online;"100%; All NERTS!"
NetherGames;"PlayStation 4; Xbox One; PC; Android; iOS; Switch";https://www.speedrun.com/nethergames;"BedWars; SkyWars; Runs; The Bridge; Duels; All Minigames; All Duels; Winstreaks"
NeuroVoider;"PlayStation 4; PC; Switch";https://www.speedrun.com/neurovoider;100% Co-op
Never Alone;"Wii U; PlayStation 3; PlayStation 4; Xbox One; PC; iOS";https://www.speedrun.com/neveralone;"Any%; Foxtales; All Owls"
Never Split The Party;PC;https://www.speedrun.com/never_split_the_party;"2 Players; 3 Players; 4 Players"
New Carnival Games;"Nintendo DS; Wii";https://www.speedrun.com/new_carnival_games;"Any%; Jumbo%; Any%; All Achievements; Lose%; Keys%"
New Ghostbusters II;Nintendo Entertainment System;https://www.speedrun.com/newghostbusters2;JP Any% - Co-op
